Response ID,Contact ID,Text Block,1. Would you describe your current diet as healthy and balanced?,2. What is your ethnic group?,"3. How many hours do you spend on university-related work, separate from your Course Timetable, per week during exams?",How would you rate your family class? (Family earnings per year),5. How would you define your quality of life? (as defined by the World Health Organization),Text Block.1,6. How would you define your alcohol consumption?,7. Would you consider yourself an introvert or extrovert person? (Definitions from Oxford Languages),"8. In general, do you feel you experience stress while in the University? (tick all that apply)",9. Would you say that you are normally well hydrated?,10. How often do you exercise per week?,11. Do you have any known disabilities?,12. How many hours per week do you work?,13. What is your main financial support for your studies?,14. Are you in any form of employment?,15. Do you normally encounter financial issues paying your fees?,16. What Country are you from?,17. What is your year of birth?,18. What is your course of study?,Do you feel stressed before exams? (multiple choice),20. How often in the last week or two did you feel afraid that something awful might happen?,Do you prefer your timetable to be spread or compact so that you have less stress at university? (e.g. 1-2 busy days or 3-4 days with less lectures),22. What are the reasons for your timetable preference?,"23. Do you feel your timetabling structure has any impact on your study, life and health?","24. How many hours do you spend using technology devices per day (mobile, desktop, laptops, etc)?","25. How many hours do you spend using social media per day (Instagram, Tiktok, Twitter, etc)?",Text Block.2,26. What year of study are you in?,27. How important is having 'good mental health' to you?,28. Do you consider physical activity to be helpful to your mental health?,29. Do you enjoy activities centred around mindfulness?,30. Would you be interested in attending events themed around mental health?,"31. Do you enjoy non-competitive physical activity, such as walking, running, climbing, football with friends, etc?",32. Do you think mindfulness is a helpful tool for maintaining or improving your health?,33. Do you feel a sense of 'belonging' at Solent?,34. Improving/maintaining my mental health during my studies is:,35. Would you be interested in attending any of the following (tick all that apply_,Text Block.3,Confidentiality,Text Block.4,Labels,Response ID.1,Device,Captured By,Assigned User,Event Captured At,Event CRM Value,UTM Campaign,UTM Medium,UTM Source,UTM Content,UTM Term,Response Notes,Captured At,IP Address,Country Code,Country,Region Code,Region,City,Latitude,Longitude,User Type,Organisation,Internet Service Provider,Are you a home student or an international student?,"What are the approximate costs for your studies? (tuition fee per year of study, in pound £)"
113302,,,I think my diet is somewhat inbetween,White,Hours per week: I don't have exams,Middle class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 2,No,Hours per week: 15,Self-paid,I am unemployed,Yes,Canada,2000,BA (Hons) Photography,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"Allows me to have more time to organize other things in my week. Such as work, studying, social events","Yes, on my studies",Hours per week: 5,Hours per day: 3,,"Level 5 (second year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,"Yes, absolutely",I don't know yet,Entirely up to me,"Mindful gardening, Guest speakers coming in and talking about their mental health journeys, Social sports sessions aimed at mental health (mindful running/climbing, etc), Journal making/writing, Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc)",,,,,113302,,,,,,,,,,,,18/10/2022 16:04,148.252.129.110,GB,United Kingdom,,,,51.4964,-0.1224,cellular,Vodafone,Vodafone,International student,14350
113304,,,I think my diet is somewhat inbetween,White,Hours per week: 9,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to university work),Yes,Days per week: 3,No,Hours per week: 28,Self-paid,"Yes, I am part-time employed",Yes,United Kingdom,14.10.2003,BSc (Hons) Criminal Investigation with Psychology,"Yes (due to employment-related issues), Yes (due to university work)",Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 8,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Entirely up to me,"Mental health first aid training, Lectures on issues to do with mental health, Mental health resource making sessions (making crisis cards, etc)",,,,,113304,,,,,,,,,,,,18/10/2022 16:25,31.205.219.38,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Ask4 Limited,Ask4 Limited,Home student,9250
113458,,,I think my diet is somewhat inbetween,Mixed/multiple ethnic groups,Hours per week: 5,Lower class,Low quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 7,Yes,Hours per week: 1,Student loan,I am unemployed,Yes,United Kingdom,2000,BA (Hons) Music Business,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 8,Hours per day: 5,,"Level 6 (third year, undergraduate)",It's somewhat important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,I don't know how to answer this question,A little,I have no control over my mental health,"Mental health first aid training, Lectures on issues to do with mental health",,,,,113458,,,,,,,,,,,,19/10/2022 11:14,109.175.143.69,GB,United Kingdom,STH,Southampton,Southampton,50.8976,-1.4004,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113459,,,I think my diet is somewhat inbetween,Black/African/Caribbean/Black British,Hours per week: 3,Middle class,Medium quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,No,Hours per week: 20,Self-paid,"Yes, I am part-time employed",Yes,Spain,1998,BA (Hons) Music Business,I don't have exams,Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"Yes, on my studies",Hours per week: 8,Hours per day: 8,,"Level 6 (third year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,I don't really think about it,I don't know yet,Somewhat up to me,"Social sports sessions aimed at mental health (mindful running/climbing, etc), Arts and crafts sessions, Supportive group study sessions",,,,,113459,,,,,,,,,,,,19/10/2022 11:16,109.175.143.77,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking,Cablecom Networking,European student,9250
113606,,,I think my diet is somewhat inbetween,White,Hours per week: 14,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,Prefer not to say,Hours per week: 8,Student loan,"Yes, I am part-time employed",No,Finland,2001,BSc (Hons) Computer Games Technology,I don't have exams,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),I prefer to get the lectures out of the way in a few days so I can focus on independent study for the rest of the days.,"No, it has no impact on my studies, life or health",Hours per week: 30,Hours per day: 2,,"Level 5 (second year, undergraduate)",It's very important,I don't know how to answer this question,I've never done any mindfulness activities,I don't have any feelings on it,I don't enjoy them,I don't know how to answer this question,A little,Entirely up to me,Film nights (relevant films),,,,,113606,,,,,,,,,,,,19/10/2022 15:21,81.146.0.24,GB,United Kingdom,HAM,Hampshire,Fareham,50.8494,-1.1777,residential,BT,BT,European student,9250
113687,,,I think my diet is somewhat inbetween,White,Hours per week: 15,Middle class,Medium quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 2,No,Hours per week: 1,Student loan,I am unemployed,No,Finland,1992,BMus (Hons) Popular Music Performance,Yes (due to employment-related issues),Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 2,Hours per day: 1,,"Level 6 (third year, undergraduate)",It's very important,It helps a little,I enjoy them a lot,I'd be very interested in most activities to do with mental health,I enjoy them some of the time,Sometimes it can be,Very much,Somewhat up to me,Guest speakers coming in and talking about their mental health journeys,,,,,113687,,,,,,,,,,,,19/10/2022 17:18,31.94.6.19,GB,United Kingdom,ENG,England,London,51.5074,-0.1196,cellular,BT,EE,European student,9250
113702,,,I think my diet is somewhat inbetween,White,Hours per week: 10,Middle class,Medium quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to university work),No,Days per week: 6,No,Hours per week: 2,Student loan,"Yes, I am part-time employed",No,United Kingdom,2002,BMus (Hons) Popular Music Performance,Yes (due to university work),Rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",It gives me things to do throughout the week with a manageable number of hours each day,"Yes, on my life, health and studies",Hours per week: 10,Hours per day: 6,,"Level 6 (third year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",Very much,Somewhat up to me,"Guest speakers coming in and talking about their mental health journeys, Social sports sessions aimed at mental health (mindful running/climbing, etc), Journal making/writing, Lectures on issues to do with mental health",,,,,113702,,,,,,,,,,,,19/10/2022 17:36,213.205.194.50,GB,United Kingdom,MRT,Merton,Mitcham,51.384,-0.1577,cellular,Orange Mobile,EE Mobile,Home student,9250
113737,,,I think my diet is somewhat inbetween,Mixed/multiple ethnic groups,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,Yes (due to university work),No,Days per week: 2,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2004,BMus (Hons) Popular Music Performance,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 7,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's somewhat important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Somewhat up to me,,,,,,113737,,,,,,,,,,,,19/10/2022 19:09,109.175.143.71,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113744,,,I think my diet is somewhat inbetween,White,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 2,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,1997,BA (Hons) Post Production for Film and Television,"Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"As I travel in each day, I prefer not having long gaps between classes as I then sometimes have nothing to do for hours and my time could be better spent at home. I also find it helpful having an extra day or two off as it means I can spend that doing work for my course if I need to.","Yes, on my life, health and studies",Hours per week: 8,Hours per day: 5,,"Level 5 (second year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Entirely up to me,"Guest speakers coming in and talking about their mental health journeys, Social sports sessions aimed at mental health (mindful running/climbing, etc), Lectures on issues to do with mental health, Mental health resource making sessions (making crisis cards, etc), Supportive group study sessions",,,,,113744,,,,,,,,,,,,19/10/2022 19:30,94.195.57.63,GB,United Kingdom,STH,Southampton,Southampton,50.9469,-1.4112,residential,Sky Broadband,Sky Broadband,Home student,9250
113751,,,I think my diet is somewhat inbetween,White,Hours per week: 10,Lower class,Medium quality of life,,I don't drink alcohol,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 4,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2002,BA (Hons) Television Production,I don't have exams,Very frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",i like being able to spit my days based on the module. i prefer when all my scheduled classes in the day are next to each other so theres not a 1/2 hour gap in the middle if there are multiple things in one day.,"Yes, on my life, health and studies",Hours per week: 8,Hours per day: 5,,"Level 6 (third year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,Very much,Entirely up to me,"Journal making/writing, Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc)",,,,,113751,,,,,,,,,,,,19/10/2022 19:34,176.250.127.12,GB,United Kingdom,DUD,Dudley,Dudley,52.5121,-2.1328,residential,Sky Broadband,Sky Broadband,Home student,9250
113768,,,I think my diet is somewhat inbetween,White,Hours per week: 7,Middle class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),Yes (due to university work),Yes,Days per week: 4,No,Hours per week: 25,Student loan,I am unemployed,No,United Kingdom,1999,BMus (Hons) Popular Music Performance,I don't have exams,Frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",Not having too much packed into one day is less stressful,"Yes, on my studies",Hours per week: 4,Hours per day: 2,,"Level 4 (first year, undergraduate)",It's very important,I don't really think about it,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,"Yes, absolutely",A little,Somewhat up to me,"Mindful gardening, Arts and crafts sessions, Lectures on issues to do with mental health, Film nights (relevant films)",,,,,113768,,,,,,,,,,,,19/10/2022 20:37,86.134.126.136,GB,United Kingdom,STH,Southampton,Southampton,50.8696,-1.3091,residential,BT,BT,Home student,9250
113781,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 1,Yes,Hours per week: 3,Student loan,"Yes, I am part-time employed",No,South Africa,2003,BSc (Hons) Computer Games Technology,No,Very rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 7,Hours per day: 1,,"Level 4 (first year, undergraduate)",I don't really think about it,I don't really think about it,I don't enjoy them,I don't have any feelings on it,I don't know how to answer this question,I don't know how to answer this question,A little,I don't really think about it,"Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,113781,,,,,,,,,,,,19/10/2022 21:48,217.158.193.100,GB,United Kingdom,NWM,Newham,West Ham,51.5321,0.0178,business,Claranet Limited,Claranet Limited,International student,14350
113796,,,I think my diet is somewhat inbetween,White,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Extrovert (a lively and confident person who enjoys being with other people),No,No,Days per week: 2,Yes,Hours per week: 1,Parent (family) support,I am unemployed,No,United Kingdom,2000,BMus (Hons) Popular Music Performance,"No, I don't have exams",Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Easier to attend and also get a part-time job,"Yes, on my life, health and studies",Hours per week: 30,Hours per day: 2,,"Level 5 (second year, undergraduate)",It's very important,It doesn't help me,I don't enjoy them,Not at all,I don't enjoy them,I don't really think about it,,I don't really think about it,,,,,,113796,,,,,,,,,,,,19/10/2022 23:21,31.205.78.196,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Ask4 Limited,Ask4 Limited,Home student,9250
113797,,,I think my diet is somewhat inbetween,White,Hours per week: 20,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,No,Hours per week: 24,Self-paid,"Yes, I am part-time employed",Yes,Portugal,1997,BSc (Hons) Computer Games Technology,"No, I don't have exams",Very rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 9,Hours per day: 1,,"Level 5 (second year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,I'd be very interested in most activities to do with mental health,I enjoy them some of the time,Sometimes it can be,Very much,I don't know how to answer this question,"Mindful gardening, Guest speakers coming in and talking about their mental health journeys, Mental health first aid training, Social sports sessions aimed at mental health (mindful running/climbing, etc), Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Lectures on issues to do with mental health",,,,,113797,,,,,,,,,,,,19/10/2022 23:22,92.25.56.193,GB,United Kingdom,STH,Southampton,Southampton,50.8246,-1.3738,residential,TalkTalk,TalkTalk,European student,9250
113820,,,I think my diet is somewhat inbetween,White,Hours per week: I don't have exams,Lower class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to university work)",No,Days per week: 1,No,Hours per week: 1,Student loan,I am unemployed,No,Poland,2001,BSc (Hons) Computing,I don't have exams,Rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",It won't cause information overload,"No, it has no impact on my studies, life or health",Hours per week: 30,Hours per day: 20,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,Not at all,I enjoy them some of the time,"Yes, absolutely",Very much,Entirely up to me,,,,,,113820,,,,,,,,,,,,20/10/2022 4:45,109.175.143.71,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,European student,9250
113826,,,I think my diet is somewhat inbetween,White,Hours per week: 4,Middle class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,Yes (due to university work),No,Days per week: 3,No,Hours per week: 10,Student loan,"Yes, I am part-time employed",No,United Kingdom,2001,BA (Hons) Football Studies,I don't have exams,Rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)","Having three lessons in one day is too much, feel overworked and tired by the end","Yes, on my life, health and studies",Hours per week: 6,Hours per day: 3,,"Level 6 (third year, undergraduate)",It's somewhat important,It helps a little,I enjoy them a lot,Not at all,I really enjoy them,Sometimes it can be,,I have no control over my mental health,,,,,,113826,,,,,,,,,,,,20/10/2022 9:22,86.25.122.190,GB,United Kingdom,POR,Portsmouth,Southsea,50.7988,-1.0944,residential,Virgin Media,Virgin Media,Home student,9250
113830,,,I think my diet is somewhat inbetween,White,Hours per week: 4,Middle class,High quality of life,,My alcohol consumption is above moderate,Extrovert (a lively and confident person who enjoys being with other people),No,Yes,Days per week: 5,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2003,BSc (Hons) Football Studies,No,Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Makes it easier to plan work elsewhere,"No, it has no impact on my studies, life or health",Hours per week: 8,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,Not at all,I really enjoy them,I don't really think about it,Very much,Entirely up to me,,,,,,113830,,,,,,,,,,,,20/10/2022 9:24,109.175.143.71,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113831,,,I think my diet is somewhat inbetween,White,Hours per week: 7,Lower class,High quality of life,,My alcohol consumption is moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 2,No,Hours per week: 3,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,MSc Football Science,I don't have exams,Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"Allows for more time outside of university to complete more hours for work, and gives more free-time throughout the week","No, it has no impact on my studies, life or health",Hours per week: 10,Hours per day: 7,,"Level 4 (first year, undergraduate)",It's very important,I don't really think about it,I don't enjoy them,Not at all,I enjoy them some of the time,I don't think it's useful at all,A little,Somewhat up to me,,,,,,113831,,,,,,,,,,,,20/10/2022 9:24,194.81.151.145,GB,United Kingdom,STH,Southampton,Southampton,50.9,-1.4,college,Southampton Solent University,Jisc Services Limited,Home student,9250
113833,,,I think my diet is somewhat inbetween,White,Hours per week: I don't have exams,Lower class,High quality of life,,My alcohol consumption is above moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 3,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,I don't have exams,Very rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",Work better at uni,"No, it has no impact on my studies, life or health",Hours per week: 4,Hours per day: 3,,Other,It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Entirely up to me,Lectures on issues to do with mental health,,,,,113833,,,,,,,,,,,,20/10/2022 9:24,109.175.143.75,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
113836,,,I think my diet is somewhat inbetween,Other ethnic group,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is above moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to university work),Yes,Days per week: 3,No,Hours per week: 5,Student loan,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,I don't have exams,Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",I like to have time between my classes so that I am able to complete tasks and assignments in a timely manner.,"Yes, on my studies",Hours per week: 6,Hours per day: 12,,"Level 4 (first year, undergraduate)",I don't really think about it,Very much so,I've never done any mindfulness activities,Not at all,I don't know how to answer this question,I don't really think about it,I don't know yet,Entirely up to me,,,,,,113836,,,,,,,,,,,,20/10/2022 9:33,109.175.143.73,GB,United Kingdom,STH,Southampton,Southampton,50.9,-1.4,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113839,,,I think my diet is somewhat inbetween,White,Hours per week: 17,Lower class,Low quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,Prefer not to say,Hours per week: 1,Student loan,I am unemployed,No,Romania,26/08/1972,BA (Hons) Television Production,"Yes (due to other circumstances such as health, family issues, etc)",Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"i am free the rest of the week and i don't have to go to University more days, the travel is expensive.","No, it has no impact on my studies, life or health",Hours per week: 24,Hours per day: 1,,"Level 6 (third year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,I'd be very interested in most activities to do with mental health,I really enjoy them,I don't know how to answer this question,,Entirely up to me,,,,,,113839,,,,,,,,,,,,20/10/2022 9:52,81.105.134.173,GB,United Kingdom,POR,Portsmouth,Southsea,50.7851,-1.0389,residential,Virgin Media,Virgin Media,European student,9250
113847,,,I think my diet is somewhat inbetween,White,Hours per week: 5,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,No,Yes,Days per week: 5,No,Hours per week: 4,Student loan,"Yes, I am part-time employed",No,Hungary,2004,BSc (Hons) Football Studies,I don't have exams,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),So I have more time to work and do other things I need to do.,"No, it has no impact on my studies, life or health",Hours per week: 5,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's somewhat important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,Sometimes it can be,A little,Somewhat up to me,,,,,,113847,,,,,,,,,,,,20/10/2022 10:16,82.132.224.154,GB,United Kingdom,ENG,England,London,51.5505,0.0183,cellular,Telefonica O2 UK,Telefonica O2 UK,European student,9250
113850,,,I think my diet is somewhat inbetween,White,Hours per week: 10,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to employment-related issues),Yes,Days per week: 3,No,Hours per week: 10,Parent (family) support,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,No,Very rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",I like having a balanced routine.,"No, it has no impact on my studies, life or health",Hours per week: 25,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's somewhat important,It helps a little,Occasionally I've enjoyed them,Not at all,I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,,,,,,113850,,,,,,,,,,,,20/10/2022 10:23,194.81.151.145,GB,United Kingdom,STH,Southampton,Southampton,50.9,-1.4,college,Southampton Solent University,Jisc Services Limited,Home student,9250
113856,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to employment-related issues), Yes (due to university work)",Yes,Days per week: 7,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,I don't have exams,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),gives me the rest of the week to work on stuff outside of university.,"No, it has no impact on my studies, life or health",Hours per week: 5,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,I don't really think about it,I don't know yet,I have no control over my mental health,"Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,113856,,,,,,,,,,,,20/10/2022 10:53,109.175.214.13,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113864,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Middle class,High quality of life,,My alcohol consumption is above moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,No,Hours per week: 1,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BSc (Hons) Football Studies,I don't have exams,Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Gives you more free time and i would feel like doing more independent studies on days where i don’t have uni.,"Yes, on my studies",Hours per week: 9,Hours per day: 5,,"Level 4 (first year, undergraduate)",It's somewhat important,Very much so,I don't know what mindfulness is,I don't have any feelings on it,I really enjoy them,I don't know how to answer this question,A little,Somewhat up to me,,,,,,113864,,,,,,,,,,,,20/10/2022 11:11,37.60.75.150,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,traveler,Wifinity Ltd,Wifinity Ltd,Home student,9250
113866,,,I think my diet is somewhat inbetween,Mixed/multiple ethnic groups,Hours per week: 3,Lower class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 5,No,Hours per week: 3,Student loan,I am unemployed,No,United Kingdom,2001,BSc (Hons) Football Studies,"Yes (due to other circumstances such as health, family issues, etc)",Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"Yes, on my studies",Hours per week: 10,Hours per day: 5,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,"Social sports sessions aimed at mental health (mindful running/climbing, etc), General volunteering (local refugee services, litter picking, etc)",,,,,113866,,,,,,,,,,,,20/10/2022 11:13,31.205.78.206,GB,United Kingdom,BEN,Brent,Wembley,51.5571,-0.2972,residential,Ask4 Limited,Ask4 Limited,Home student,9250
113880,,,I think my diet is somewhat inbetween,White,Hours per week: 3,Middle class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",No,Days per week: 2,No,Hours per week: 8,Student loan,"Yes, I am part-time employed",No,United Kingdom,2000,BSc (Hons) Football Studies,Yes (due to university work),Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 8,Hours per day: 2,,"Level 4 (first year, undergraduate)",It's very important,I don't really think about it,I've never done any mindfulness activities,I don't have any feelings on it,I enjoy them some of the time,I don't really think about it,I don't know yet,I have no control over my mental health,,,,,,113880,,,,,,,,,,,,20/10/2022 11:25,109.175.143.68,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
